_id,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,LONG_WGS84,LAT_WGS84,geometry
35544,GO-20249022321,THEFT UNDER - BICYCLE,2024-05-01,2024,May,Wednesday,1,122,8,2024-05-02,2024,May,Thursday,2,123,21,D52,Pharmacy,Other,OT,GHOST PANAMAO X,RG,24,None,600,STOLEN,-79.38973884260079,43.656214595318346,"{""coordinates"": [[-79.389738843, 43.656214595]], ""type"": ""MultiPoint""}"
35545,GO-20249022321,THEFT UNDER - BICYCLE,2024-05-01,2024,May,Wednesday,1,122,8,2024-05-02,2024,May,Thursday,2,123,21,D52,Pharmacy,Other,OT,PANAMAO X 2,RG,24,BLK,600,STOLEN,-79.38973884260079,43.656214595318346,"{""coordinates"": [[-79.389738843, 43.656214595]], ""type"": ""MultiPoint""}"
35546,GO-2024937907,THEFT UNDER,2024-05-01,2024,May,Wednesday,1,122,2,2024-05-02,2024,May,Thursday,2,123,15,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,NORCO,STRONG 6,MT,1,WHI,600,STOLEN,-79.37744794558861,43.64207578117943,"{""coordinates"": [[-79.3774479459999, 43.6420757810001]], ""type"": ""MultiPoint""}"
35547,GO-2024940823,B&E,2024-05-01,2024,May,Wednesday,1,122,14,2024-05-02,2024,May,Thursday,2,123,11,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,SCOTT,None,RG,12,GRY,900,STOLEN,-79.48724281659418,43.65609735639327,"{""coordinates"": [[-79.487242817, 43.656097356]], ""type"": ""MultiPoint""}"
35548,GO-20249022372,THEFT UNDER,2024-04-29,2024,April,Monday,29,120,8,2024-05-03,2024,May,Friday,3,124,13,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,TRNST,OT,9,DGR,400,STOLEN,-79.44531131822835,43.65121020304265,"{""coordinates"": [[-79.4453113179999, 43.6512102030001]], ""type"": ""MultiPoint""}"
35549,GO-20249022444,THEFT UNDER - BICYCLE,2024-05-03,2024,May,Friday,3,124,12,2024-05-03,2024,May,Friday,3,124,17,D52,Pharmacy,Other,OT,None,RG,21,GRY,508,STOLEN,-79.39818293729688,43.658263599520744,"{""coordinates"": [[-79.3981829369999, 43.6582636]], ""type"": ""MultiPoint""}"
35550,GO-20249022303,THEFT UNDER - BICYCLE,2024-05-03,2024,May,Friday,3,124,8,2024-05-03,2024,May,Friday,3,124,9,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,None,OT,1,BLK,600,STOLEN,-79.4370618209781,43.65521640563446,"{""coordinates"": [[-79.437061821, 43.6552164060001]], ""type"": ""MultiPoint""}"
35551,GO-20249022527,THEFT UNDER - BICYCLE,2024-05-03,2024,May,Friday,3,124,15,2024-05-03,2024,May,Friday,3,124,22,D52,Ttc Subway Station,Transit,IN,None,MT,None,MRN,400,STOLEN,-79.38247084224005,43.64529468439835,"{""coordinates"": [[-79.382470842, 43.6452946840001]], ""type"": ""MultiPoint""}"
35552,GO-20249022492,THEFT UNDER - BICYCLE,2024-01-11,2024,January,Thursday,11,11,0,2024-05-03,2024,May,Friday,3,124,19,D14,"Apartment (Rooming House, Condo)",Apartment,OT,DEVINCI LEO SL,RC,None,BLK,2600,STOLEN,-79.39612443558248,43.64785398695762,"{""coordinates"": [[-79.396124436, 43.6478539870001]], ""type"": ""MultiPoint""}"
35553,GO-20249022431,THEFT UNDER - BICYCLE,2024-05-02,2024,May,Thursday,2,123,10,2024-05-03,2024,May,Friday,3,124,16,D11,Schools During Supervised Activity,Educational,TR,MARLIN 6 GEN 2,MT,None,DBL,1099.989990234375,STOLEN,-79.47509992704491,43.65763736783539,"{""coordinates"": [[-79.475099927, 43.6576373680001]], ""type"": ""MultiPoint""}"
35554,GO-2024947911,THEFT OF EBIKE UNDER $5000,2024-05-02,2024,May,Thursday,2,123,17,2024-05-03,2024,May,Friday,3,124,7,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,RAD RUNNER POWE,EL,None,BLK,2000,STOLEN,-79.44036902004603,43.65884671140702,"{""coordinates"": [[-79.4403690199999, 43.6588467110001]], ""type"": ""MultiPoint""}"
35555,GO-20249022346,THEFT UNDER - BICYCLE,2024-05-01,2024,May,Wednesday,1,122,18,2024-05-03,2024,May,Friday,3,124,12,D55,Bar / Restaurant,Commercial,RM,FUSION 10 BIKE,MT,20,TRQ,995,STOLEN,-79.34732659920077,43.6784520641741,"{""coordinates"": [[-79.347326599, 43.678452064]], ""type"": ""MultiPoint""}"
35556,GO-20249022620,THEFT UNDER - SHOPLIFTING,2024-05-04,2024,May,Saturday,4,125,20,2024-05-04,2024,May,Saturday,4,125,22,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,None,BM,1,None,180,STOLEN,-79.50897064442438,43.72238194643954,"{""coordinates"": [[-79.508970644, 43.722381946]], ""type"": ""MultiPoint""}"
35557,GO-20249022557,THEFT UNDER,2024-05-04,2024,May,Saturday,4,125,8,2024-05-04,2024,May,Saturday,4,125,11,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,HYBRID,OT,6,None,330,STOLEN,-79.33518931913423,43.68175149328182,"{""coordinates"": [[-79.3351893189999, 43.681751493]], ""type"": ""MultiPoint""}"
35558,GO-2024956069,THEFT UNDER - BICYCLE,2024-05-03,2024,May,Friday,3,124,20,2024-05-04,2024,May,Saturday,4,125,7,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EMMO,MONTA,OT,1,WHI,2400,STOLEN,-79.51535841345552,43.757621084889344,"{""coordinates"": [[-79.5153584129999, 43.757621085]], ""type"": ""MultiPoint""}"
35559,GO-20249022557,THEFT UNDER,2024-05-04,2024,May,Saturday,4,125,8,2024-05-04,2024,May,Saturday,4,125,11,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,None,OT,6,BLK,330,STOLEN,-79.33518931913423,43.68175149328182,"{""coordinates"": [[-79.3351893189999, 43.681751493]], ""type"": ""MultiPoint""}"
35560,GO-20249022541,THEFT UNDER - BICYCLE,2024-05-04,2024,May,Saturday,4,125,3,2024-05-04,2024,May,Saturday,4,125,9,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CC,None,RG,None,None,120,STOLEN,-79.2371176056861,43.831713303108316,"{""coordinates"": [[-79.237117606, 43.8317133030001]], ""type"": ""MultiPoint""}"
35561,GO-20249022616,THEFT UNDER - BICYCLE,2024-05-03,2024,May,Friday,3,124,23,2024-05-04,2024,May,Saturday,4,125,21,D22,Universities / Colleges,Educational,TR,MARLIN 6,MT,None,None,1300,STOLEN,-79.52131339806407,43.59722989266481,"{""coordinates"": [[-79.521313398, 43.5972298930001]], ""type"": ""MultiPoint""}"
35562,GO-20249022627,THEFT UNDER - BICYCLE,2024-05-04,2024,May,Saturday,4,125,21,2024-05-04,2024,May,Saturday,4,125,23,D51,"Apartment (Rooming House, Condo)",Apartment,OT,UNKNOWN,EL,40,WHI,,STOLEN,-79.35868536454589,43.6624291015328,"{""coordinates"": [[-79.358685365, 43.662429102]], ""type"": ""MultiPoint""}"
35563,GO-20249022624,THEFT UNDER,2024-05-04,2024,May,Saturday,4,125,13,2024-05-04,2024,May,Saturday,4,125,23,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,None,EL,25,WHI,2000,STOLEN,-79.37995624627325,43.65407279317647,"{""coordinates"": [[-79.3799562459999, 43.6540727930001]], ""type"": ""MultiPoint""}"
35564,GO-20249022616,THEFT UNDER - BICYCLE,2024-05-03,2024,May,Friday,3,124,23,2024-05-04,2024,May,Saturday,4,125,21,D22,Universities / Colleges,Educational,TR,MARLIN 6,MT,None,BLK,1300,STOLEN,-79.52131339806407,43.59722989266481,"{""coordinates"": [[-79.521313398, 43.5972298930001]], ""type"": ""MultiPoint""}"
35565,GO-2024965530,THEFT UNDER,2024-04-20,2024,April,Saturday,20,111,0,2024-05-05,2024,May,Sunday,5,126,16,D32,"Apartment (Rooming House, Condo)",Apartment,OTHER,METAKOO CYBERTR,EL,5,BLK,1000,STOLEN,-79.41894234443,43.78095589871488,"{""coordinates"": [[-79.418942344, 43.780955899]], ""type"": ""MultiPoint""}"
35566,GO-2024967151,B&E,2024-02-01,2024,February,Thursday,1,32,12,2024-05-05,2024,May,Sunday,5,126,17,D55,"Apartment (Rooming House, Condo)",Apartment,GIANT,ATX 2,MT,0,BLKRED,650,STOLEN,-79.31656272024765,43.66633588572602,"{""coordinates"": [[-79.31656272, 43.6663358860001]], ""type"": ""MultiPoint""}"
35567,GO-20249022794,THEFT UNDER - BICYCLE,2024-05-04,2024,May,Saturday,4,125,16,2024-05-05,2024,May,Sunday,5,126,22,D11,"Apartment (Rooming House, Condo)",Apartment,OT,HERITAGE-ROADST,RG,7,BGE,1100,UNKNOWN,-79.45047021868714,43.66392422245083,"{""coordinates"": [[-79.450470219, 43.663924222]], ""type"": ""MultiPoint""}"
35568,GO-2024958238,THEFT UNDER - BICYCLE,2024-05-02,2024,May,Thursday,2,123,12,2024-05-05,2024,May,Sunday,5,126,13,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RALEIGH,MATTERHORN,MT,7,GRY,200,STOLEN,-79.27677181816794,43.7456716609996,"{""coordinates"": [[-79.276771818, 43.7456716610001]], ""type"": ""MultiPoint""}"
35569,GO-20249022761,THEFT UNDER - BICYCLE,2024-04-19,2024,April,Friday,19,110,19,2024-05-05,2024,May,Sunday,5,126,15,D14,"Apartment (Rooming House, Condo)",Apartment,OT,None,OT,None,GRY,250,STOLEN,-79.40467753177275,43.648963789626805,"{""coordinates"": [[-79.4046775319999, 43.64896379]], ""type"": ""MultiPoint""}"
35570,GO-20249022635,THEFT UNDER - BICYCLE,2024-05-03,2024,May,Friday,3,124,4,2024-05-05,2024,May,Sunday,5,126,1,D31,Universities / Colleges,Educational,GT,GT KARAKORAM,MT,None,BLK,1500,STOLEN,-79.50239080663115,43.76680727512368,"{""coordinates"": [[-79.502390807, 43.7668072750001]], ""type"": ""MultiPoint""}"
35571,GO-20249022744,THEFT UNDER,2024-05-05,2024,May,Sunday,5,126,17,2024-05-05,2024,May,Sunday,5,126,18,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,CITY 2023,EL,51,GRY,2000,STOLEN,-79.39304074611381,43.670755911455295,"{""coordinates"": [[-79.3930407459999, 43.6707559110001]], ""type"": ""MultiPoint""}"
35572,GO-2024966784,THEFT UNDER,2024-05-05,2024,May,Sunday,5,126,16,2024-05-05,2024,May,Sunday,5,126,19,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN MAKE,None,OT,1,None,1500,RECOVERED,-79.315430243495,43.69178931664952,"{""coordinates"": [[-79.315430243, 43.691789317]], ""type"": ""MultiPoint""}"
35573,GO-2024960766,THEFT UNDER - BICYCLE,2024-04-30,2024,April,Tuesday,30,121,16,2024-05-05,2024,May,Sunday,5,126,10,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UNKNOWN MAKE,U/K,MT,12,GRY,300,STOLEN,-79.44209927788025,43.791701656146394,"{""coordinates"": [[-79.4420992779999, 43.791701656]], ""type"": ""MultiPoint""}"
35574,GO-20249022715,THEFT UNDER,2024-04-30,2024,April,Tuesday,30,121,12,2024-05-05,2024,May,Sunday,5,126,15,D52,"Apartment (Rooming House, Condo)",Apartment,GI,ESCAPE 2 CITY,RG,16,BLK,1000,STOLEN,-79.38873874167415,43.65543469453843,"{""coordinates"": [[-79.388738742, 43.6554346950001]], ""type"": ""MultiPoint""}"
35575,GO-20249022794,THEFT UNDER - BICYCLE,2024-05-04,2024,May,Saturday,4,125,16,2024-05-05,2024,May,Sunday,5,126,22,D11,"Apartment (Rooming House, Condo)",Apartment,OT,DELUXE ROADTER,RG,8,BGE,1100,STOLEN,-79.45047021868714,43.66392422245083,"{""coordinates"": [[-79.450470219, 43.663924222]], ""type"": ""MultiPoint""}"
35576,GO-20249022631,THEFT FROM MOTOR VEHICLE UNDER,2024-05-04,2024,May,Saturday,4,125,23,2024-05-05,2024,May,Sunday,5,126,0,D51,Bar / Restaurant,Commercial,UK,PBSC,OT,40,BLK,,STOLEN,-79.3811978464282,43.65702089612467,"{""coordinates"": [[-79.381197846, 43.6570208960001]], ""type"": ""MultiPoint""}"
35577,GO-20249022821,THEFT UNDER - BICYCLE,2024-05-04,2024,May,Saturday,4,125,22,2024-05-06,2024,May,Monday,6,127,10,D11,"Apartment (Rooming House, Condo)",Apartment,CA,CANNONDALE QUIC,RG,None,None,1560,STOLEN,-79.46983691358491,43.6371382051061,"{""coordinates"": [[-79.469836914, 43.637138205]], ""type"": ""MultiPoint""}"
35578,GO-20249022969,THEFT UNDER - BICYCLE,2024-05-06,2024,May,Monday,6,127,10,2024-05-06,2024,May,Monday,6,127,19,D51,Pharmacy,Other,CA,CANNONDALE BAD,TO,18,BLK,1500,STOLEN,-79.3767471460558,43.64940708851071,"{""coordinates"": [[-79.376747146, 43.6494070890001]], ""type"": ""MultiPoint""}"
35579,GO-20249022749,THEFT UNDER - BICYCLE,2024-05-04,2024,May,Saturday,4,125,7,2024-05-06,2024,May,Monday,6,127,5,D14,Nursing Home,Other,OT,FELT VERNA SPEE,MT,40,ONG,1000,STOLEN,-79.39564273478432,43.64002067912439,"{""coordinates"": [[-79.395642735, 43.640020679]], ""type"": ""MultiPoint""}"
35580,GO-2024972364,THEFT UNDER,2024-05-02,2024,May,Thursday,2,123,11,2024-05-06,2024,May,Monday,6,127,11,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OTHER,TFS,EL,18,GRNBLK,1500,STOLEN,-79.5237688498353,43.70237796225946,"{""coordinates"": [[-79.52376885, 43.7023779620001]], ""type"": ""MultiPoint""}"
35581,GO-20249023025,THEFT UNDER - BICYCLE,2024-05-06,2024,May,Monday,6,127,19,2024-05-06,2024,May,Monday,6,127,22,D52,Pharmacy,Other,GT,None,EL,20,BLK,670,STOLEN,-79.38309224661504,43.66137010047386,"{""coordinates"": [[-79.383092247, 43.6613701]], ""type"": ""MultiPoint""}"
35582,GO-20249023016,THEFT UNDER,2024-05-06,2024,May,Monday,6,127,1,2024-05-06,2024,May,Monday,6,127,21,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,BK15,EL,20,BLK,899,STOLEN,-79.19886420639797,43.7601415903825,"{""coordinates"": [[-79.1988642059999, 43.76014159]], ""type"": ""MultiPoint""}"
35583,GO-2024972364,THEFT UNDER,2024-05-02,2024,May,Thursday,2,123,11,2024-05-06,2024,May,Monday,6,127,11,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OTHER,6160,MT,18,ONGBLK,350,STOLEN,-79.5237688498353,43.70237796225946,"{""coordinates"": [[-79.52376885, 43.7023779620001]], ""type"": ""MultiPoint""}"
35584,GO-20249022982,THEFT UNDER - BICYCLE,2024-05-04,2024,May,Saturday,4,125,14,2024-05-06,2024,May,Monday,6,127,20,D14,Ttc Subway Station,Transit,UK,None,RC,None,WHI,350,STOLEN,-79.41179143478892,43.66662311127349,"{""coordinates"": [[-79.4117914349999, 43.666623111]], ""type"": ""MultiPoint""}"
35585,GO-20249022945,THEFT UNDER - BICYCLE,2024-05-05,2024,May,Sunday,5,126,23,2024-05-06,2024,May,Monday,6,127,17,D51,Pharmacy,Other,OT,SPECIALIZED CRO,RG,21,BLK,1000,STOLEN,-79.37524054706022,43.6463492854529,"{""coordinates"": [[-79.375240547, 43.646349285]], ""type"": ""MultiPoint""}"
35586,GO-20249022912,THEFT UNDER - BICYCLE,2024-05-06,2024,May,Monday,6,127,11,2024-05-06,2024,May,Monday,6,127,16,D14,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,UK,DIADORA HYBRID ,RG,21,WHI,500,STOLEN,-79.4047819326258,43.652665893742046,"{""coordinates"": [[-79.404781933, 43.652665894]], ""type"": ""MultiPoint""}"
35587,GO-20249022880,THEFT UNDER - BICYCLE,2024-04-16,2024,April,Tuesday,16,107,21,2024-05-06,2024,May,Monday,6,127,14,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,SIMCOE,RG,3,BLK,800,STOLEN,-79.3709105575327,43.667910007419636,"{""coordinates"": [[-79.3709105579999, 43.667910007]], ""type"": ""MultiPoint""}"
35588,GO-2024972973,THEFT OF EBIKE UNDER $5000,2024-05-02,2024,May,Thursday,2,123,16,2024-05-06,2024,May,Monday,6,127,11,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SPECIALIZED,TURBO COMO,EL,9,BLKRED,4600,STOLEN,-79.38907846925878,43.688443450930194,"{""coordinates"": [[-79.389078469, 43.6884434510001]], ""type"": ""MultiPoint""}"
35589,GO-20249022829,THEFT UNDER - BICYCLE,2024-05-04,2024,May,Saturday,4,125,9,2024-05-06,2024,May,Monday,6,127,10,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GT,GT-HYBRID MAX,MT,21,BRZ,2000,STOLEN,-79.33729871491835,43.680429186256305,"{""coordinates"": [[-79.337298715, 43.680429186]], ""type"": ""MultiPoint""}"
35590,GO-20249023036,THEFT UNDER - BICYCLE,2024-04-10,2024,April,Wednesday,10,101,23,2024-05-07,2024,May,Tuesday,7,128,10,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,NO,NORCO VFR 2 - B,RG,21,BLK,,STOLEN,-79.43868789752426,43.69404387253487,"{""coordinates"": [[-79.438687898, 43.6940438730001]], ""type"": ""MultiPoint""}"
35591,GO-2024982279,THEFT UNDER,2024-05-06,2024,May,Monday,6,127,19,2024-05-07,2024,May,Tuesday,7,128,15,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN MAKE,None,RC,10,BLKGRY,500,STOLEN,-79.30098755237307,43.689436122397865,"{""coordinates"": [[-79.300987552, 43.6894361220001]], ""type"": ""MultiPoint""}"
35592,GO-20249023082,THEFT UNDER - BICYCLE,2024-05-06,2024,May,Monday,6,127,10,2024-05-07,2024,May,Tuesday,7,128,12,D11,Go Train,Transit,OT,REID BLVD BLK L,RG,1,BLK,500,STOLEN,-79.44892261702456,43.65704651202818,"{""coordinates"": [[-79.4489226169999, 43.6570465120001]], ""type"": ""MultiPoint""}"
35593,GO-20249023158,THEFT UNDER,2024-05-07,2024,May,Tuesday,7,128,12,2024-05-07,2024,May,Tuesday,7,128,16,D53,Schools During Un-Supervised Activity,Educational,OT,XZONE 260S,RG,21,BLK,700,STOLEN,-79.41020212544387,43.72248127246825,"{""coordinates"": [[-79.410202125, 43.722481272]], ""type"": ""MultiPoint""}"
35594,GO-20249023222,THEFT UNDER,2024-05-05,2024,May,Sunday,5,126,21,2024-05-07,2024,May,Tuesday,7,128,18,D52,Universities / Colleges,Educational,CA,TRAIL 5,MT,21,BLK,847.5,STOLEN,-79.40199183802997,43.66308830534853,"{""coordinates"": [[-79.401991838, 43.663088305]], ""type"": ""MultiPoint""}"
35595,GO-2024982279,THEFT UNDER,2024-05-06,2024,May,Monday,6,127,19,2024-05-07,2024,May,Tuesday,7,128,15,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN MAKE,None,EL,1,BLK,2000,STOLEN,-79.30098755237307,43.689436122397865,"{""coordinates"": [[-79.300987552, 43.6894361220001]], ""type"": ""MultiPoint""}"
35596,GO-20249023234,THEFT UNDER,2024-05-06,2024,May,Monday,6,127,12,2024-05-07,2024,May,Tuesday,7,128,20,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,KQI3 PRO,SC,32,None,800,STOLEN,-79.4000165333264,43.63736647647294,"{""coordinates"": [[-79.400016533, 43.6373664760001]], ""type"": ""MultiPoint""}"
35597,GO-20249023087,THEFT UNDER - BICYCLE,2024-05-07,2024,May,Tuesday,7,128,11,2024-05-07,2024,May,Tuesday,7,128,12,D53,Pharmacy,Other,UK,None,EL,None,LBL,3000,STOLEN,-79.38969414758415,43.670268310287746,"{""coordinates"": [[-79.389694148, 43.67026831]], ""type"": ""MultiPoint""}"
35598,GO-20249023228,THEFT UNDER - BICYCLE,2024-05-07,2024,May,Tuesday,7,128,17,2024-05-07,2024,May,Tuesday,7,128,19,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,None,EL,25,BLK,800,STOLEN,-79.2848256886362,43.72851956493918,"{""coordinates"": [[-79.2848256889999, 43.7285195650001]], ""type"": ""MultiPoint""}"
35599,GO-20249023192,THEFT UNDER - BICYCLE,2024-05-07,2024,May,Tuesday,7,128,17,2024-05-07,2024,May,Tuesday,7,128,17,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,REID,RG,7,LGR,500,STOLEN,-79.3797119440793,43.64733018643382,"{""coordinates"": [[-79.3797119439999, 43.647330186]], ""type"": ""MultiPoint""}"
35600,GO-20249023480,THEFT UNDER - BICYCLE,2024-05-07,2024,May,Tuesday,7,128,22,2024-05-08,2024,May,Wednesday,8,129,18,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,GIANT PRODIGY,OT,21,DBL,400,STOLEN,-79.3265137269061,43.68098550368307,"{""coordinates"": [[-79.3265137269999, 43.680985504]], ""type"": ""MultiPoint""}"
35601,GO-20249023463,THEFT UNDER - BICYCLE,2024-05-05,2024,May,Sunday,5,126,22,2024-05-08,2024,May,Wednesday,8,129,22,D51,Pharmacy,Other,SU,None,MT,None,BLK,339.989990234375,STOLEN,-79.37875654715465,43.65431769342137,"{""coordinates"": [[-79.378756547, 43.654317693]], ""type"": ""MultiPoint""}"
35602,GO-20249023438,THEFT UNDER,2024-05-03,2024,May,Friday,3,124,16,2024-05-08,2024,May,Wednesday,8,129,16,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,None,MT,35,SIL,677.9500122070312,STOLEN,-79.51196034179927,43.71069694557303,"{""coordinates"": [[-79.511960342, 43.710696946]], ""type"": ""MultiPoint""}"
35603,GO-20249023347,THEFT UNDER,2024-05-08,2024,May,Wednesday,8,129,3,2024-05-08,2024,May,Wednesday,8,129,13,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,None,RG,3,BLU,769,STOLEN,-79.34307240626468,43.67928707350766,"{""coordinates"": [[-79.343072406, 43.6792870740001]], ""type"": ""MultiPoint""}"
35604,GO-20249023286,THEFT UNDER - BICYCLE,2024-05-08,2024,May,Wednesday,8,129,8,2024-05-08,2024,May,Wednesday,8,129,9,D14,"Apartment (Rooming House, Condo)",Apartment,UK,None,OT,1,ONG,500,STOLEN,-79.41657923025089,43.66558461024016,"{""coordinates"": [[-79.41657923, 43.66558461]], ""type"": ""MultiPoint""}"
35605,GO-20249023510,THEFT UNDER - BICYCLE,2024-05-08,2024,May,Wednesday,8,129,17,2024-05-08,2024,May,Wednesday,8,129,20,D52,Bar / Restaurant,Commercial,IN,None,RG,None,ONG,500,STOLEN,-79.38972473866458,43.64659898570262,"{""coordinates"": [[-79.389724739, 43.6465989860001]], ""type"": ""MultiPoint""}"
35606,GO-2024994950,THEFT UNDER - BICYCLE,2024-05-08,2024,May,Wednesday,8,129,18,2024-05-08,2024,May,Wednesday,8,129,22,D22,Ttc Subway Station,Transit,DIAMOND BACK,None,MT,7,BLK,200,STOLEN,-79.53898789067365,43.63736682329987,"{""coordinates"": [[-79.538987891, 43.637366823]], ""type"": ""MultiPoint""}"
35607,GO-20249023236,THEFT UNDER - BICYCLE,2024-05-07,2024,May,Tuesday,7,128,22,2024-05-08,2024,May,Wednesday,8,129,8,D55,"Apartment (Rooming House, Condo)",Apartment,RA,RALEIGH ARCHER,RG,None,GRY,600,STOLEN,-79.35621157928553,43.67336703135721,"{""coordinates"": [[-79.356211579, 43.6733670310001]], ""type"": ""MultiPoint""}"
35608,GO-20249023236,THEFT UNDER - BICYCLE,2024-05-07,2024,May,Tuesday,7,128,22,2024-05-08,2024,May,Wednesday,8,129,8,D55,"Apartment (Rooming House, Condo)",Apartment,RA,RALEIGH ARCHER,RG,None,GRY,600,STOLEN,-79.35621157928553,43.67336703135721,"{""coordinates"": [[-79.356211579, 43.6733670310001]], ""type"": ""MultiPoint""}"
35609,GO-20249023497,THEFT UNDER - BICYCLE,2024-05-06,2024,May,Monday,6,127,9,2024-05-08,2024,May,Wednesday,8,129,19,D14,Bar / Restaurant,Commercial,UK,REID ORIGINAL G,RG,14,BLU,700,STOLEN,-79.4218735262726,43.659031005426066,"{""coordinates"": [[-79.421873526, 43.659031005]], ""type"": ""MultiPoint""}"
35610,GO-20249023676,THEFT UNDER - BICYCLE,2024-05-09,2024,May,Thursday,9,130,9,2024-05-09,2024,May,Thursday,9,130,17,D52,Bar / Restaurant,Commercial,UK,None,EL,None,BLK,1000,STOLEN,-79.39035214362231,43.65989239899617,"{""coordinates"": [[-79.390352144, 43.6598923990001]], ""type"": ""MultiPoint""}"
35611,GO-20249023571,THEFT UNDER - BICYCLE,2024-05-08,2024,May,Wednesday,8,129,9,2024-05-09,2024,May,Thursday,9,130,12,D55,"Apartment (Rooming House, Condo)",Apartment,UK,EUROBIKE XC550,OT,21,BLK,350,STOLEN,-79.34881651519353,43.68941219925192,"{""coordinates"": [[-79.348816515, 43.6894121990001]], ""type"": ""MultiPoint""}"
35612,GO-20249023752,THEFT UNDER - BICYCLE,2024-05-08,2024,May,Wednesday,8,129,13,2024-05-09,2024,May,Thursday,9,130,21,D51,Pharmacy,Other,OT,SALSA,RC,None,MRN,1500,STOLEN,-79.3867607489655,43.670232809825116,"{""coordinates"": [[-79.3867607489999, 43.6702328100001]], ""type"": ""MultiPoint""}"
35613,GO-20249023608,THEFT UNDER,2024-05-09,2024,May,Thursday,9,130,14,2024-05-09,2024,May,Thursday,9,130,14,D14,Ttc Subway Station,Transit,GI,None,RG,8,LBL,800,STOLEN,-79.41241103279249,43.66487300922663,"{""coordinates"": [[-79.412411033, 43.6648730090001]], ""type"": ""MultiPoint""}"
35614,GO-20249023633,THEFT UNDER - BICYCLE,2024-05-08,2024,May,Wednesday,8,129,7,2024-05-09,2024,May,Thursday,9,130,15,D22,Go Station,Transit,OT,MEC,OT,7,GRY,1500,STOLEN,-79.49838792754474,43.61621879575588,"{""coordinates"": [[-79.498387928, 43.6162187960001]], ""type"": ""MultiPoint""}"
35615,GO-20249023545,THEFT UNDER - BICYCLE,2024-05-08,2024,May,Wednesday,8,129,9,2024-05-09,2024,May,Thursday,9,130,10,D52,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,OT,SPECIALIZED,MT,18,RED,2000,STOLEN,-79.37682824600172,43.64114868007887,"{""coordinates"": [[-79.3768282459999, 43.6411486800001]], ""type"": ""MultiPoint""}"
35616,GO-20249023737,THEFT UNDER,2024-05-09,2024,May,Thursday,9,130,19,2024-05-09,2024,May,Thursday,9,130,20,D53,Bar / Restaurant,Commercial,OT,G30P MAX,EL,32,BLK,1269.989990234375,STOLEN,-79.35909160795872,43.71287216757147,"{""coordinates"": [[-79.359091608, 43.712872168]], ""type"": ""MultiPoint""}"
